review_id	review_text	aspect_term	polarity
2110	i 'have had it for about a 1 1 / 2 and yes i have had an issue with it one month out of warranty . 	warranty	2
35	once open ,  the leading edge is razor sharp . 	leading edge	1
1041	loaded with bloatware . 	bloatware	2
1040	maximum sound is n't  nearly as loud as it should be . 	maximum sound	1
379	i loaded windows 7 via bootcamp and it works flawlessly ! 	windows 7	0
379	i loaded windows 7 via bootcamp and it works flawlessly ! 	bootcamp	0
1757	great laptop for the price ,  works well with action pack games . 	price	0
1757	great laptop for the price ,  works well with action pack games . 	action pack games	2
1757	great laptop for the price ,  works well with action pack games . 	works	0
220	although the price is higher then dell laptops ,  the macbooks are worth the dough . 	price	1
2919	i would not recommend this to anyone wanting a notebook expecting the performance of a desktop it does not meet the expectations . 	performance	1
698	the macbook arrived in a nice twin packing and sealed in the box ,  all the functions works great . 	twin packing	0
698	the macbook arrived in a nice twin packing and sealed in the box ,  all the functions works great . 	functions	0
1336	so what if the laptops / mobile phones look chic and cool ?  the after sales support is terrible . 	after sales support	1
1336	so what if the laptops / mobile phones look chic and cool ?  the after sales support is terrible . 	look	0
146	i hate the display screen and i have done everything i could do the change it . 	display screen	1
1969	i also like the acer arcade but these were reallythe only two things i liked about this laptop . 	acer arcade	0
2549	have not yet needed any customer support with this yet so to me that is a great thing ,  which is leaps and bounds ahead of pc in my opinion . 	customer support	0
469	i gave it to my daughter because i just hated the screen ,  hated that it had no cd drive to at least play cd 's  when i wanted to listen to music and do schoolwork . 	screen	1
469	i gave it to my daughter because i just hated the screen ,  hated that it had no cd drive to at least play cd 's  when i wanted to listen to music and do schoolwork . 	cd drive	1
2974	it runs very quiet too which is a plus . 	runs	0
835	but it  has a major design flaw . 	design	1
1962	it was heavy , bulky ,  and hard to carry because of the size . 	size	1
2876	the games included are very good games . 	games	2
2876	the games included are very good games . 	games	0
2141	this computer will last you at least 7 years ,  thats an amazing life spanned an electronic . 	life	0
2034	i had something else go wrong and they said it had to be in good working order to be able to buy the warranty . 	warranty	1
2669	sometimes you really have to tap the pad to get it to worki	pad	1
2895	it 's  super fast and a great value for the price ! 	value	0
2895	it 's  super fast and a great value for the price ! 	price	0
2181	three ,  the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac . 	system performance	1
2181	three ,  the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac . 	linux based os	1
1529	a mac is very easy to use and it simply makes sense . 	use	0
1752	however ,  i may have inadvertently thrown out one of the batteries with the shipping carton . 	batteries	2
1752	however ,  i may have inadvertently thrown out one of the batteries with the shipping carton . 	shipping carton	2
695	it is so much easier to use	use	0
2291	there is no need to open a program first and the cliick open or import . 	program	0
2481	it is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on pc 's  . 	virus protection	0
1893	three weeks after i bought the netbook ,  the screen quit working . 	screen	1
2649	the processor screams ,  and because of the unique way that apple osx 16 functions ,  most of the graphics are routed through the hardware rather than the software . 	processor	0
2649	the processor screams ,  and because of the unique way that apple osx 16 functions ,  most of the graphics are routed through the hardware rather than the software . 	osx 16	0
2649	the processor screams ,  and because of the unique way that apple osx 16 functions ,  most of the graphics are routed through the hardware rather than the software . 	graphics	0
2649	the processor screams ,  and because of the unique way that apple osx 16 functions ,  most of the graphics are routed through the hardware rather than the software . 	hardware	2
2649	the processor screams ,  and because of the unique way that apple osx 16 functions ,  most of the graphics are routed through the hardware rather than the software . 	software	2
3072	i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv . 	intel core processors	2
3072	i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv . 	hdmi port	2
761	with today 's  company fighting over marketshare ,  its a shame that asus can get away with the inept staff answering thephone . 	staff	1
2096	the price premium is a little much ,  but when you start looking at the features it is worth the added cash . 	price premium	1
2096	the price premium is a little much ,  but when you start looking at the features it is worth the added cash . 	features	0
714	i ca n't  say enough of how satisfied i am with their product and help aftermarket . 	product and help aftermarket	0
1973	microsoft word was not on it andi had to buy it seperately . 	microsoft word	1
2304	it has 3 usb ports ,  1 sd memory card reader and an sd memory car expansion . 	usb ports	2
2304	it has 3 usb ports ,  1 sd memory card reader and an sd memory car expansion . 	sd memory card reader	2
2304	it has 3 usb ports ,  1 sd memory card reader and an sd memory car expansion . 	sd memory car expansion	2
2276	i connect a lacie 2big external drive via the firewire 800 interface ,  which is useful for time machine . 	lacie 2big external drive	2
2276	i connect a lacie 2big external drive via the firewire 800 interface ,  which is useful for time machine . 	firewire 800 interface	0
2276	i connect a lacie 2big external drive via the firewire 800 interface ,  which is useful for time machine . 	time machine	2
1953	my toshiba did not have sound on everything ,  just certain things . 	sound	1
2755	i am overall very pleased with my toshiba satellite ,  i like the extra features ,  i love the windows 7 home premium . 	extra features	0
2755	i am overall very pleased with my toshiba satellite ,  i like the extra features ,  i love the windows 7 home premium . 	windows 7 home premium	0
744	the aspire wont even boot past the acer screen with a droid  ( i have tried both motorola and htc )  plugged into the usb port . 	acer screen	1
744	the aspire wont even boot past the acer screen with a droid  ( i have tried both motorola and htc )  plugged into the usb port . 	usb port	1
744	the aspire wont even boot past the acer screen with a droid  ( i have tried both motorola and htc )  plugged into the usb port . 	boot	1
1963	the battery life was shorter than expected . 	battery life	1
70	it fires up in the morning in less than 30 seconds and i have never had any issues with it freezing . 	fires up	0
151	the keyboard is top notch . 	keyboard	0
1734	it drives me crazy when i want to download a game or something of that nature and i ca n't  play it because its not compatable with the software . 	software	1
1617	the online tutorial videos make it super easy to learn if you have always used a pc . 	online tutorial videos	0
1476	the image is great ,  and the soud is excelent . 	image	0
1476	the image is great ,  and the soud is excelent . 	soud	0
1623	with a mac computer i have more free time as i do n't  have to wait for windows to boot up or shut down and all the viruses associated with windows . 	windows	1
1623	with a mac computer i have more free time as i do n't  have to wait for windows to boot up or shut down and all the viruses associated with windows . 	boot up	1
1623	with a mac computer i have more free time as i do n't  have to wait for windows to boot up or shut down and all the viruses associated with windows . 	shut down	1
1623	with a mac computer i have more free time as i do n't  have to wait for windows to boot up or shut down and all the viruses associated with windows . 	windows	1
451	it was very easy to just pick up and use -  -  it did not take long to get used to the mac os . 	mac os	0
451	it was very easy to just pick up and use -  -  it did not take long to get used to the mac os . 	use	0
2956	it is well worth the money it cost ,  very good investment . 	cost	0
720	upgrading from windows 7 starter ,  thru windows 7 home premium ,  to windows 7 professional was a snap;	windows 7 starter	2
720	upgrading from windows 7 starter ,  thru windows 7 home premium ,  to windows 7 professional was a snap;	windows 7 home premium	2
720	upgrading from windows 7 starter ,  thru windows 7 home premium ,  to windows 7 professional was a snap;	windows 7 professional	2
740	this computer had exactly the specifications i needed . 	specifications	0
2564	my kids  ( and dogs )  destroyed two power cords by pulling on them . 	power cords	2
3016	i had upgraded my old macbook to lion ,  so i kind of knew what i was getting ,  but had n't  been able to enjoy some of the awesome new multi - touch features . 	multi - touch features	0
2778	the screen is a little glary ,  and i hated the clicking buttons ,  but i got used to them . 	screen	1
2778	the screen is a little glary ,  and i hated the clicking buttons ,  but i got used to them . 	clicking buttons	1
2174	not to mention ,  the battery life is absolutely amazing . 	battery life	0
1378	windows also shuts the computer down for no reason without warning . 	windows	1
2999	not using wired lan not sure what thats about . 	wired lan	2
1189	now for the hardware problems . 	hardware	1
2070	anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone . 	hard drive	1
2076	it 's  fast and has excellent battery life . 	battery life	0
612	apple care included . 	apple care	2
2706	features like the font are very block - like and old school . 	font	1
2706	features like the font are very block - like and old school . 	features	1
2954	it is loaded with programs that is of no good for the average user ,  that makes it run way to slow . 	programs	1
2954	it is loaded with programs that is of no good for the average user ,  that makes it run way to slow . 	run	1
1874	i feel that it was poorly put together ,  because once in a while different plasticpieceswould come off of it . 	plasticpieces	1
1546	finally ,  i should note that i took the 2gb ram stick from my old eeepc and installed it before i even powered on for the first time . 	2gb ram stick	2
2003	windows is also rather unsteady on its feet and is susceptible to many bugs . 	windows	1
1180	after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish ,  i broke down and spent another $100 to get microsoft word for mac . 	microsoft word for mac	2
809	do not buy gateway computers they are junk and the warranty company is horrible . 	warranty company	1
799	then on top of it all their cusromer service center is in the middle east . 	cusromer service center	1
1668	the only bad part is the size / weight . 	size	1
1668	the only bad part is the size / weight . 	weight	1
274	the little battery that it did have would only last about an hour while just having it on the desktop . 	battery	1
2128	i liked the aluminum body . 	aluminum body	0
2456	its good for playing my apps on facebook or watching movies . 	watching movies	0
2456	its good for playing my apps on facebook or watching movies . 	playing	0
353	from the build quality to the performance ,  everything about it has been sub - par from what i would have expected from apple . 	build quality	1
353	from the build quality to the performance ,  everything about it has been sub - par from what i would have expected from apple . 	performance	1
2290	i love the dock where i can simply drop a file ontop of a particular program ,  and the program will simply open that file . 	dock	0
2290	i love the dock where i can simply drop a file ontop of a particular program ,  and the program will simply open that file . 	program	2
2290	i love the dock where i can simply drop a file ontop of a particular program ,  and the program will simply open that file . 	program	0
347	pretty much everything else about the computer is good it just stops working out of no were . 	working	1
655	it was truly a great computer costing less than one thousand bucks before tax . 	costing	0
2510	waiting for the i7 was well worth it ,  great value for the price . 	price	0
2510	waiting for the i7 was well worth it ,  great value for the price . 	i7	0
884	now ,  ,  ,  ,  , my monitor has been acting up for about 2 months . 	monitor	1
2785	also ,  the extended warranty was a problem . 	extended warranty	1
2443	boots up fast and runs great ! 	boots up	0
2443	boots up fast and runs great ! 	runs	0
81	lightweight and the screen is beautiful ! 	screen	0
2114	i needed a driver for my hp and they would not help me with out me paying over $50 for it . 	driver	2
764	call tech support ,  standard email the form and fax it back in to us . 	tech support	2
435	they sent it back with a huge crack in it and it still did n't  work . 	work	1
914	a coupla months later ,  they change my hard drive . 	hard drive	1
1776	the macbook arrived in a nice twin packing and sealed in the box ,  all the functions works great . 	twin packing	0
1776	the macbook arrived in a nice twin packing and sealed in the box ,  all the functions works great . 	functions	0
1212	they say sorry out of warranty . 	warranty	1
2845	i bought this laptop because of the performance to price ratio . 	performance	0
2845	i bought this laptop because of the performance to price ratio . 	price	0
756	pc never worked right even after bios fixed . 	bios	1
2600	after having two pc laptops die with in the past 3 years ,  i was led to the apple display at best buy by the sleek design and promise of less tech issues . 	design	0
2600	after having two pc laptops die with in the past 3 years ,  i was led to the apple display at best buy by the sleek design and promise of less tech issues . 	tech issues	0
1696	the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you . 	size	0
1696	the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you . 	space	1
1479	the service i received from toshiba went above and beyond the call of duty . 	service	0
2909	have had many higher priced computers crash and burn long before ever got to use all that great memory and speed ,  etc . 	memory	1
2909	have had many higher priced computers crash and burn long before ever got to use all that great memory and speed ,  etc . 	speed	1
2909	have had many higher priced computers crash and burn long before ever got to use all that great memory and speed ,  etc . 	priced	1
2937	i would recommend it just because of the internet speed probably because thats the only thing i really care about . 	internet speed	0
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	programs	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	garageband	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	photo booth	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	iphoto	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	imovie	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	video - editing	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	movie - making	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	photo management	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	music	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	pages	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	numbers	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	keynote	2
453	there are several programs for school or office use  ( pages ,  numbers ,  keynote ,  etc .  )  ,  music  ( garageband )  ,  photo management  ( photo booth ,  iphoto )  ,  video - editing or movie - making  ( imovie )  ,  etc . 	school or office use	2
2077	the screen shows great colors . 	screen	0
2077	the screen shows great colors . 	colors	0
2622	reason why ?  it 's  because when you buy it ,  you know first thing that you will not lose any value for that laptop ,  the price will stay the same for the next year ,  and even if apple does decides to change mode ,  your laptop value will only drop 10 - 20% ,  unlike pc laptops which drop more than 80% . 	value	0
2622	reason why ?  it 's  because when you buy it ,  you know first thing that you will not lose any value for that laptop ,  the price will stay the same for the next year ,  and even if apple does decides to change mode ,  your laptop value will only drop 10 - 20% ,  unlike pc laptops which drop more than 80% . 	price	0
2622	reason why ?  it 's  because when you buy it ,  you know first thing that you will not lose any value for that laptop ,  the price will stay the same for the next year ,  and even if apple does decides to change mode ,  your laptop value will only drop 10 - 20% ,  unlike pc laptops which drop more than 80% . 	value	0
970	i have no idea how to burn cd 's  or to use the web cam ,  just for starters . 	web cam	2
970	i have no idea how to burn cd 's  or to use the web cam ,  just for starters . 	burn cd 's 	2
2414	the 17 inch screen is very large ,  but the computer is very light . 	17 inch screen	1
832	my opinion of sony has been dropping as fast as the stock market ,  given their horrible support ,  but this machine just caused another plunge . 	support	1
1064	for the bluetooth to work properly ,  you must install the launch manager on the drivers / applications dvd ,  or it will not show after the reload . 	bluetooth	2
1064	for the bluetooth to work properly ,  you must install the launch manager on the drivers / applications dvd ,  or it will not show after the reload . 	drivers / applications dvd	2
1064	for the bluetooth to work properly ,  you must install the launch manager on the drivers / applications dvd ,  or it will not show after the reload . 	launch manager	2
2130	i also liked the glass screen . 	glass screen	0
2626	the switchable graphic card is pretty sweet when you want gaming on the laptop . 	switchable graphic card	0
2626	the switchable graphic card is pretty sweet when you want gaming on the laptop . 	gaming	2
1315	it 's  not a wear - and - tear issue ,  not due to user carelessness and most importantly ,  they ca n't  guarantee the problem will be solved if it is sent for service and i have to accept the outcome . 	service	1
2756	the battery life has not decreased since i bought it ,  so i 'm  thrilled with that . 	battery life	0
1446	when i called toshiba ,  they would not do anything and even tried to charge me $35 for the phone call ,  even though they did n't  offer any technical support . 	technical support	1
922	i bought this notebook and only had it for 3 months if it is overload with updates the boot mgr . 	boot mgr	2
2797	oh and if thats not bad enough it does n't  come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds . 	recovery cd	1
2863	the price and features more than met my needs . 	price	0
2863	the price and features more than met my needs . 	features	0
240	skype is just so dang cool with this machine too . 	skype	0
1393	the mouse buttons are hard to push . 	mouse buttons	1
1080	also ,  hdd secures inside using rails ,  and there is only one set on the main hard drive . 	hdd	0
1080	also ,  hdd secures inside using rails ,  and there is only one set on the main hard drive . 	rails	2
1080	also ,  hdd secures inside using rails ,  and there is only one set on the main hard drive . 	hard drive	2
532	all i will say now is that it was over two grand less expensive and so much better quality than my hunk of crap vaio . 	quality	0
3047	 ( beware ,  their staff could send you back making you feel that only they know what a computer is . 	staff	1
1733	games being the main issue . 	games	1
1532	my sister has the same mac as me and she is in a band and uses garageband to record and edit . 	garageband	2
640	they say that this will invalidate the warranty on the hard drive  ( i do n't  really understand why but anyway )  . 	warranty	1
640	they say that this will invalidate the warranty on the hard drive  ( i do n't  really understand why but anyway )  . 	hard drive	2
2238	and looks very sexyy : d  really the mac book pro is the best laptop specially for students in college if you are not caring about price . 	price	1
1580	a great computer for light home use and business use . 	home use	0
1580	a great computer for light home use and business use . 	business use	0
273	even with virus protection ,  it always turned off when updates were needed and installed . 	virus protection	1
273	even with virus protection ,  it always turned off when updates were needed and installed . 	updates	1
2679	also consider the ms office apps are all trial versions ,  hope you have your own copies . 	ms office apps	1
2170	even so ,  i like playing online games ,  so it was wonderful that there is a feature where i can dualboot windows . 	feature	0
2170	even so ,  i like playing online games ,  so it was wonderful that there is a feature where i can dualboot windows . 	windows	0
2170	even so ,  i like playing online games ,  so it was wonderful that there is a feature where i can dualboot windows . 	games	2
2624	the battery life is amazingly long at 7hrs and 5hrs if you use it . 	battery life	0
1569	lightweight ,  long battery life ,  excellent transition from pc;	battery life	0
3064	the price is another driving influence that made me purchase this laptop . 	price	0
2953	the nortons virus scan is only for a very short time unlike others that usually are good for a year . 	nortons virus scan	1
2129	it is stamped and not in pieces therefore it is a stronger more resilient frame . 	frame	0
2075	i am first time mac buyer and am amazed at features and ease of use the mac offers . 	features	0
2075	i am first time mac buyer and am amazed at features and ease of use the mac offers . 	use	0
2710	came fully loaded  -  good . 	loaded	0
1373	i noticed windows has a new system called windows 7 ,  what about us vista users ?  they should get all the bugs out of vista before investing in a new system . 	windows 7	2
1373	i noticed windows has a new system called windows 7 ,  what about us vista users ?  they should get all the bugs out of vista before investing in a new system . 	vista	2
1373	i noticed windows has a new system called windows 7 ,  what about us vista users ?  they should get all the bugs out of vista before investing in a new system . 	vista	1
1373	i noticed windows has a new system called windows 7 ,  what about us vista users ?  they should get all the bugs out of vista before investing in a new system . 	windows	2
1370	when we bought our new hp comouter in dec .  of 2008 ,  we wanted windows xp ,  but were told it would cost an extra $159 ,  so we went with vista . 	vista	2
1758	the only thing that i have ,  is the key broad is a little dark to see the letters ,  would help if it was a little lighter then it is . 	key broad	1
842	i 'm  still within the one year warranty but the repair  " depot "   has deemed that this time it was caused by physical abuse and is not  covered . 	warranty	1
842	i 'm  still within the one year warranty but the repair  " depot "   has deemed that this time it was caused by physical abuse and is not  covered . 	repair " depot " 	1
931	but i needed a laptop for school use . 	school use	2
36	this is the complete opposite to an ergonomic design . 	design	1
2967	i would like at least a 4 hr .  battery life . 	battery life	2
1732	the only thing that i do n't  like about my mac is that sometimes there are programs that i want to be able to run and i am not able to . 	programs	1
1063	wireless has not been a issue for me ,  like some others have meantioned . 	wireless	0
271	macbook notebooks quickly die out because of their short battery life ,  as well as the many background programs that run without the user 's  knowlede . 	battery life	1
271	macbook notebooks quickly die out because of their short battery life ,  as well as the many background programs that run without the user 's  knowlede . 	programs	1
2478	all the things you can do with the trackpad make navigating around the computer and its programs so much simpler ,  quicker ,  and easier . 	trackpad	0
2478	all the things you can do with the trackpad make navigating around the computer and its programs so much simpler ,  quicker ,  and easier . 	programs	0
2478	all the things you can do with the trackpad make navigating around the computer and its programs so much simpler ,  quicker ,  and easier . 	navigating	0
523	i guess the only good thing that came out of these were the speakers and the subwoofer . 	speakers	0
523	i guess the only good thing that came out of these were the speakers and the subwoofer . 	subwoofer	0
1657	theres a built in camera with special effects -  for video and photography . 	built in camera	0
1674	all for such a great price . 	price	0
1143	long story short ,  since i experience so many problems with my laptop every since i bought it from day one ,  i did n't  ask for a new laptop or a refund of what i pay for a crapy laptop ,  but just an extension of my laptop warranty for another year ,  they made a big deal of out that and after so many calls and complaints about their products and services ,  they finally gave in . 	warranty	2
2927	another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it . 	left mouse key	1
2927	another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it . 	costed	2
2993	it has good speed and plenty of hard drive space . 	speed	0
2993	it has good speed and plenty of hard drive space . 	hard drive space	0
2453	clear picture on it and everything . 	picture	0
515	they said that my computer was covered on an extended warranty ,  and that products with extended warranties are taken care of through third parties and not sony itself anymore . 	extended warranty	2
515	they said that my computer was covered on an extended warranty ,  and that products with extended warranties are taken care of through third parties and not sony itself anymore . 	extended warranties	2
2572	very long - life battery  ( up to 10 - 11 hours depending on how you configure power level settings )  . 	battery	0
2387	screen is awesome ,  battery life is good . 	screen	0
2387	screen is awesome ,  battery life is good . 	battery life	0
2517	the black model also has a very nice seamless appearance  -  one of the better looking notebooks i 've  seen . 	appearance	0
990	the technical service for dell is so 3rd world it might as well not even bother . 	technical service for dell	1
1414	the graphics were awful and the warranty is n't  even worth the cheap payment on the computer . 	graphics	1
1414	the graphics were awful and the warranty is n't  even worth the cheap payment on the computer . 	warranty	1
903	they gave me a hard time yet again ,  but their was a malfunction in the battery itself ,  it did n't  die . 	battery	1
1602	if you do n't  feel comfortable doing it yourself ,  just buy the case and be happy ,  plus it looks nice ,  i bought the white one from best buy . 	case	0
2231	you can find many laptops with the same performance and even better with lower price ,  but you cannot find the look ,  easy ,  applications ,  and the experience in mac . 	performance	2
2231	you can find many laptops with the same performance and even better with lower price ,  but you cannot find the look ,  easy ,  applications ,  and the experience in mac . 	price	0
2231	you can find many laptops with the same performance and even better with lower price ,  but you cannot find the look ,  easy ,  applications ,  and the experience in mac . 	look	0
2231	you can find many laptops with the same performance and even better with lower price ,  but you cannot find the look ,  easy ,  applications ,  and the experience in mac . 	applications	0
2828	excellent speed for processing data . 	speed	0
1824	when you call tech support you were routed to someone who was in another country and did not know what they were doing . 	tech support	1
2460	it has come into good use for my finances ,  scheduling ,  my parents business expenses ,  and it is definitely amazing for gaming . 	gaming	0
2460	it has come into good use for my finances ,  scheduling ,  my parents business expenses ,  and it is definitely amazing for gaming . 	use	0
2500	i was taught to use photoshop and was amazed . 	photoshop	0
677	4gb of ram .  .  . 	ram	2
1252	somehow the system clock got messed up after reboot . 	system clock	1
3007	the only problem is that i had to add 1 gb ram ,  the computer was kinda slow . 	ram	1
1650	with the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails . 	securitysoftware	0
1037	the driver updates do n't  fix the issue ,  very frustrating . 	driver updates	1
1620	i will never go back to windows ! 	windows	1
285	it doesnt work worth a damn . 	work	1
3035	it works really well . 	works	0
2511	bigger hd ,  better graphics card ,  and a bid hd . 	hd	0
2511	bigger hd ,  better graphics card ,  and a bid hd . 	hd	0
2511	bigger hd ,  better graphics card ,  and a bid hd . 	graphics card	0
2275	the built in camera is very useful when chatting with other techs in remote buildings on our campus . 	built in camera	0
1124	mine came at $1 , 700 w / o a dvd burner  (  !  )  . 	dvd burner	1
781	the dvd burner broke after burning 3 dvd 'd  during that time ! 	dvd burner	1
2987	it works fine with our wireless and they 've  had not problems . 	works	0
2133	but you must get the 15 inch . 	15 inch	0
1364	product support very poor as each phone call costs me long distan	product support	1
2787	overall the computer is very easy to use ,  the screen is perfect ,  great computer ,  my daughter loves . 	screen	0
2787	overall the computer is very easy to use ,  the screen is perfect ,  great computer ,  my daughter loves . 	use	0
948	the casing of the power cord fried and shocked my husband when he pulled it out of the socket . 	casing of the power cord	1
2049	it does not keep internet signals no matter where you bring it . 	internet signals	1
2988	it 's  a great product for a great price ! 	price	0
1385	again ,  the same problem ,  the right speaker did not work . 	right speaker	1
1646	but see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates . 	software	0
1646	but see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates . 	updates	0
2505	and the multiple page viewer  (  allows you to press one button to see every separate page currently opened at the same time in one screen )  are great for those who are working non stop or just shopping online . 	multiple page viewer	0
768	this was the 3rd day and part still had not been shipped . 	shipped	1
214	keyboard good sized and wasy to use . 	keyboard	0
214	keyboard good sized and wasy to use . 	use	0
1263	hp said it was out of warranty . 	warranty	2
142	i never had this kind of quality issue with dell  ( not to say dell is that great )  ,  not with a brand new laptop . 	quality	1
2947	wonderful features . 	features	0
2020	i had to call hp and ask for a recovery disk because the computer does not come with one and completely redo it all . 	recovery disk	1
2451	im glad that it has such great features in it . 	features	0
314	i like those programs better than office and you can save your files to be completely compatible with the office programs as well . 	programs	0
314	i like those programs better than office and you can save your files to be completely compatible with the office programs as well . 	office	1
314	i like those programs better than office and you can save your files to be completely compatible with the office programs as well . 	office programs	2
2777	great wifi too . 	wifi	0
1085	when typing ,  letters and spaces are frequently omitted requiring the user to redo many words and sentences . 	typing	1
1906	only a few days after i received the computer back ,  the screen froze again . 	screen	1
124	it is not ideal for children because of the temp . 	temp	1
732	although i do believe that windows operating system may be to fault for some of the problems . 	windows operating system	1
3011	great os ,  fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port . 	os	0
3011	great os ,  fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port . 	processor speed	0
3011	great os ,  fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port . 	thunderbolt port	0
1842	the lcd screen stopped working on mine after 10 months . 	lcd screen	1
205	images are crisp and clean . 	images	0
1398	although its windows vista compared to windows xp sucks . 	windows vista	1
1398	although its windows vista compared to windows xp sucks . 	windows xp	0
1372	we have had numerous problems with vista ,  such as adobe flash player just quits and has to be uninstalled and then reinsalled ,  internet explore just quits and you lose whatever you were working on ,  also ,  the same windows update has appeared on this computer since we got it and has been updated probably 400 times ,  the same update . 	vista	1
1372	we have had numerous problems with vista ,  such as adobe flash player just quits and has to be uninstalled and then reinsalled ,  internet explore just quits and you lose whatever you were working on ,  also ,  the same windows update has appeared on this computer since we got it and has been updated probably 400 times ,  the same update . 	adobe flash player	1
1372	we have had numerous problems with vista ,  such as adobe flash player just quits and has to be uninstalled and then reinsalled ,  internet explore just quits and you lose whatever you were working on ,  also ,  the same windows update has appeared on this computer since we got it and has been updated probably 400 times ,  the same update . 	internet explore	1
1372	we have had numerous problems with vista ,  such as adobe flash player just quits and has to be uninstalled and then reinsalled ,  internet explore just quits and you lose whatever you were working on ,  also ,  the same windows update has appeared on this computer since we got it and has been updated probably 400 times ,  the same update . 	windows update	1
1372	we have had numerous problems with vista ,  such as adobe flash player just quits and has to be uninstalled and then reinsalled ,  internet explore just quits and you lose whatever you were working on ,  also ,  the same windows update has appeared on this computer since we got it and has been updated probably 400 times ,  the same update . 	update	1
1400	with the switch being at the top you need to memorize the key combination rather than just flicking a switch . 	switch	1
1400	with the switch being at the top you need to memorize the key combination rather than just flicking a switch . 	switch	1
1066	one more tip ,  please purchase this model and get a 4gb stick of ram to save you $10	4gb stick of ram	0
344	it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard ! 	hardrive	1
344	it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard ! 	touch control buttons	1
344	it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard ! 	keyboard	1
2871	i always have used a tower home pc and jumped to the laptop and have been very satisfied with its performance . 	performance	0
312	the computer runs very fast with no problems and the ilife software that comes with it  ( iphoto ,  imovie ,  iweb ,  itunes ,  garageband )  is all very helpful as well . 	ilife software	0
